Player,Class,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
Javonte Green,FR,F,32,22,705,10.7,22.9,.467,0.5,2.6,,10.2,20.3,.502,.478,5.8,9.3,.618,7.5,10.7,18.2,1.5,3.7,1.4,4.6,7.5,27.7,100.7,96.1,
Javonte Green,SO,F,32,32,885,11.8,23.3,.504,0.3,1.7,,11.4,21.6,.529,.511,7.0,11.8,.592,6.2,10.8,17.0,2.8,4.4,1.5,4.4,5.8,30.9,107.0,91.2,
Javonte Green,JR,F,35,34,897,13.8,25.1,.548,0.8,2.3,,13.0,22.8,.568,.563,10.2,14.9,.686,5.3,13.2,18.5,2.4,4.4,1.4,3.6,6.3,38.5,122.3,98.2,
Javonte Green,SR,F,34,34,891,12.6,23.1,.544,0.1,0.6,,12.5,22.5,.556,.546,10.5,15.0,.697,6.6,14.3,20.8,2.9,4.4,2.0,4.7,5.8,35.6,118.4,90.3,
Quentin Grimes,FR,G,36,36,987,6.1,15.9,.384,3.1,9.2,,3.0,6.7,.444,.482,2.0,3.3,.603,1.0,4.1,5.1,4.1,1.3,0.3,4.0,4.9,17.3,94.8,105.0,
Quentin Grimes,SO,G,30,21,838,9.1,20.5,.443,3.0,9.2,,6.1,11.3,.538,.516,4.9,7.4,.660,1.4,6.5,7.9,5.5,1.7,0.4,5.0,4.9,26.0,106.4,96.1,
Quentin Grimes,JR,G,30,30,984,10.6,26.2,.406,6.2,15.3,,4.5,10.9,.410,.523,5.5,7.0,.788,3.0,7.6,10.5,3.6,2.6,0.6,3.4,4.1,32.9,120.3,90.1,"AP-AA-3,NABC-AA-3,SN-AA-3,USBWA-AA-3"
Mouhamed Gueye,FR,F,35,33,768,8.4,17.1,.491,0.5,1.9,,7.9,15.2,.518,.507,2.5,5.2,.493,5.5,8.5,14.0,1.3,2.2,2.5,2.7,7.3,19.9,106.1,94.4,
Mouhamed Gueye,SO,F,33,33,1058,10.9,22.2,.488,0.6,2.3,,10.2,19.9,.513,.503,5.2,7.7,.674,6.5,9.6,16.1,3.6,1.6,1.6,4.5,5.4,27.5,108.8,100.1,
Rui Hachimura,FR,F,28,0,130,12.1,23.0,.528,1.7,6.1,,10.4,16.9,.615,.566,5.6,10.4,.542,5.2,11.3,16.5,0.9,2.6,1.7,3.5,6.9,31.7,111.5,83.7,
Rui Hachimura,SO,F,37,2,765,11.9,21.0,.568,0.4,1.9,,11.5,19.0,.606,.577,7.9,9.9,.795,3.5,9.5,13.0,1.7,1.4,1.4,3.3,5.5,32.0,123.7,96.2,
Rui Hachimura,JR,F,37,37,1117,13.7,23.2,.591,0.7,1.8,,13.0,21.4,.606,.608,8.2,11.1,.739,2.6,9.4,12.0,2.8,1.7,1.3,3.4,3.7,36.4,124.9,91.6,"AA-1,AP-AA-2,NABC-AA-1,SN-AA-1,USBWA-AA-1,W-AA-1"
Tyrese Haliburton,FR,G,35,34,1163,4.3,8.4,.515,2.5,5.7,,1.9,2.7,.685,.662,0.9,1.3,.692,1.3,4.7,6.1,6.3,2.7,1.5,1.4,2.4,12.0,138.3,102.1,
Tyrese Haliburton,SO,G,22,22,807,8.7,17.2,.504,3.7,8.7,,5.0,8.4,.592,.611,2.6,3.2,.822,2.3,6.8,9.1,10.0,3.8,1.1,4.3,2.0,23.6,121.5,101.1,
PJ Hall,FR,F,21,0,209,8.8,18.0,.492,0.6,4.4,,8.3,13.6,.609,.508,3.5,4.7,.750,4.1,8.3,12.4,0.6,1.2,1.5,2.7,8.3,21.8,105.1,96.2,
PJ Hall,SO,F,30,29,827,13.0,26.3,.493,1.7,5.7,,11.3,20.7,.544,.526,6.0,7.6,.781,3.8,8.9,12.6,3.5,1.2,2.8,3.9,5.5,33.7,110.4,101.6,
PJ Hall,JR,F,33,27,811,13.9,26.0,.535,2.4,6.0,,11.5,20.0,.576,.581,6.4,8.1,.786,3.8,9.8,13.6,2.4,1.6,2.7,4.1,5.4,36.6,115.1,97.0,
PJ Hall,SR,F,36,36,1040,13.6,27.9,.488,3.0,9.4,,10.7,18.6,.575,.541,7.2,9.3,.779,3.2,9.9,13.1,2.9,1.6,2.9,3.8,6.4,37.4,114.3,102.0,
Tim Hardaway Jr.,FR,G,35,35,1074,9.5,22.7,.420,4.6,12.4,,5.0,10.3,.483,.520,5.5,7.1,.765,1.6,6.4,8.0,3.5,2.0,0.3,2.7,4.1,29.1,111.8,101.0,
Tim Hardaway Jr.,SO,G,34,34,1162,9.4,22.5,.418,3.0,10.5,,6.4,12.0,.535,.484,6.1,8.5,.715,1.5,5.8,7.3,4.1,0.9,0.6,3.7,4.0,27.8,105.6,103.9,
Tim Hardaway Jr.,JR,G,38,38,1324,9.5,21.7,.437,3.4,9.2,,6.0,12.5,.483,.516,3.6,5.2,.694,0.4,7.9,8.3,4.4,1.2,0.8,3.3,3.4,26.0,108.5,100.7,
Elijah Harkless,FR,G,18,2,257,4.3,10.4,.417,0.6,1.9,,3.7,8.4,.436,.448,6.0,11.9,.509,1.7,8.0,9.7,8.2,3.5,0.4,6.7,8.4,15.3,87.3,106.4,
Elijah Harkless,SO,G,32,23,944,7.2,15.8,.455,1.1,3.0,,6.1,12.8,.477,.489,4.9,7.1,.697,2.3,8.6,10.9,5.6,3.2,0.7,4.0,4.6,20.4,104.7,107.3,
Elijah Harkless,JR,G,23,17,659,6.0,14.1,.422,1.5,4.7,,4.5,9.5,.472,.475,2.9,4.6,.635,1.8,9.1,11.0,4.7,3.9,0.5,4.1,5.3,16.3,95.4,96.2,
Elijah Harkless,SR,G,26,23,753,7.7,18.2,.423,2.6,8.0,,5.1,10.3,.500,.493,3.0,4.7,.638,1.6,7.0,8.6,3.6,2.8,0.3,4.7,4.2,21.0,94.0,97.3,
Elijah Harkless,SR,G,32,32,989,11.2,27.1,.414,3.1,10.7,,8.1,16.3,.498,.471,10.0,12.8,.778,1.6,7.9,9.5,6.3,2.9,0.3,5.1,5.2,35.5,107.9,98.8,
Dylan Harper,FR,G,29,28,945,11.8,24.4,.484,3.0,9.1,,8.8,15.3,.574,.546,7.7,10.2,.750,1.3,6.8,8.1,7.1,2.6,1.0,4.3,3.4,34.4,118.1,110.1,
Gary Harris,FR,G,34,33,1010,9.2,20.1,.456,4.0,9.7,,5.2,10.5,.497,.555,4.5,6.0,.755,1.8,3.4,5.3,2.8,2.8,0.4,3.1,4.2,26.9,117.2,97.2,
Gary Harris,SO,G,35,34,1131,10.5,24.4,.429,4.3,12.3,,6.1,12.1,.507,.518,6.2,7.6,.810,2.0,5.5,7.5,5.0,3.4,0.8,3.2,3.9,31.4,116.9,99.3,
Kevon Harris,FR,F,33,13,734,6.7,14.9,.450,1.7,5.0,,5.0,9.9,.508,.505,6.9,9.8,.704,3.9,5.4,9.3,2.7,1.7,1.3,4.5,4.2,22.0,107.4,100.7,
Kevon Harris,SO,F,33,31,863,10.0,20.8,.480,3.6,8.5,,6.3,12.2,.518,.568,6.5,9.6,.680,4.4,7.0,11.4,2.7,2.1,0.4,3.8,3.4,30.1,118.8,95.0,
Kevon Harris,JR,F,30,29,1045,9.6,18.5,.521,2.7,7.2,,6.9,11.3,.612,.595,7.2,9.8,.736,2.9,7.8,10.6,3.3,1.6,0.8,4.8,4.0,29.2,116.3,103.5,
Kevon Harris,SR,F,31,31,909,9.8,21.0,.468,3.5,8.4,,6.4,12.6,.505,.550,8.7,11.3,.771,2.6,7.8,10.4,3.9,2.8,0.5,6.4,4.5,31.8,111.7,89.6,
Tobias Harris,FR,F,34,33,993,11.1,24.1,.460,1.4,4.6,,9.7,19.6,.497,.489,7.7,10.2,.753,4.0,10.8,14.8,2.6,1.4,1.7,3.7,4.2,31.3,112.7,98.8,
Josh Hart,FR,G,34,1,728,7.1,14.1,.500,2.1,6.7,,5.0,7.4,.670,.575,5.3,7.8,.677,5.0,7.2,12.3,2.4,1.5,0.7,1.5,6.7,21.5,131.6,99.4,
Josh Hart,SO,G,36,2,917,8.3,16.2,.515,3.5,7.5,,4.8,8.7,.558,.622,4.4,6.5,.670,4.4,6.4,10.8,3.6,2.7,0.9,2.6,5.1,24.5,128.8,94.5,
Josh Hart,JR,G,40,39,1255,10.9,21.2,.513,2.6,7.3,,8.3,13.9,.595,.575,4.9,6.5,.752,3.5,9.3,12.8,3.6,2.2,0.5,3.1,4.1,29.3,120.0,94.3,NABC-AA-3
Josh Hart,SR,G,36,35,1193,12.1,23.7,.510,3.8,9.3,,8.3,14.3,.579,.590,6.5,8.7,.747,2.6,9.1,11.7,5.4,2.9,0.5,3.6,4.1,34.4,125.1,94.5,"AA-1,AP-AA-1,NABC-AA-1,SN-AA-1,USBWA-AA-1,W-AA-1"
Sam Hauser,FR,F,32,28,847,6.4,13.6,.473,4.2,9.2,,2.3,4.4,.515,.627,1.6,1.9,.828,1.9,8.6,10.6,2.8,1.7,1.3,1.5,5.3,18.7,129.2,106.7,
Sam Hauser,SO,F,35,35,1141,8.7,17.4,.499,4.7,9.7,,3.9,7.7,.513,.635,2.5,3.0,.836,1.7,8.2,10.0,5.0,1.7,0.8,2.1,3.6,24.6,132.0,111.3,
Sam Hauser,JR,F,34,33,1134,8.6,18.8,.459,4.4,10.9,,4.2,7.9,.538,.576,3.6,3.9,.924,1.7,10.4,12.2,4.1,1.1,0.9,2.3,3.5,25.3,125.4,98.0,
Sam Hauser,SR,F,25,25,856,11.3,22.4,.503,4.8,11.6,,6.5,10.8,.596,.611,3.3,3.7,.896,1.6,11.4,13.1,3.5,1.1,0.8,2.0,3.0,30.7,125.1,100.5,
Jordan Hawkins,FR,G,27,4,398,7.4,20.9,.353,4.1,12.2,,3.3,8.7,.379,.450,4.8,5.9,.821,1.8,6.2,8.0,2.1,1.4,1.4,3.9,4.2,23.6,101.7,100.2,
Jordan Hawkins,SO,G,37,37,1086,9.8,24.0,.409,5.9,15.1,,3.9,8.8,.445,.531,6.7,7.6,.887,1.9,5.6,7.5,2.5,1.4,1.0,2.7,4.4,32.2,124.1,98.5,
Jaxson Hayes,FR,F,32,21,747,9.9,13.6,.728,0.0,0.0,,9.9,13.6,.728,.728,6.0,8.1,.740,4.5,8.4,12.9,0.7,1.5,5.7,2.3,8.6,25.8,138.7,95.6,
Taylor Hendricks,FR,F,34,34,1179,9.4,19.8,.478,3.1,8.0,,6.3,11.8,.535,.557,4.4,5.6,.782,4.1,8.1,12.2,2.4,1.6,3.0,2.5,3.5,26.4,122.5,97.2,
Chucky Hepburn,FR,G,33,33,1022,5.4,13.8,.388,2.3,6.5,,3.1,7.3,.424,.470,2.3,3.3,.696,0.4,3.7,4.1,4.5,2.1,0.3,2.3,4.1,15.3,101.3,102.3,
Chucky Hepburn,SO,G,35,35,1124,8.6,22.7,.377,3.8,9.5,,4.7,13.2,.357,.462,3.2,4.4,.718,0.9,4.7,5.6,5.6,2.9,0.1,2.9,4.2,24.1,99.6,99.7,
Chucky Hepburn,JR,G,35,35,1164,6.0,14.0,.429,1.9,6.0,,4.1,8.0,.510,.498,2.9,4.0,.737,1.1,4.9,6.1,7.1,3.8,0.2,2.2,3.6,16.8,116.7,104.4,
Chucky Hepburn,SR,G,34,34,1184,8.1,18.8,.432,3.1,9.4,,5.0,9.4,.536,.514,7.9,9.4,.844,0.9,4.9,5.8,9.7,4.0,0.1,5.0,4.6,27.3,118.2,99.5,
Tyler Herro,FR,G,37,37,1207,9.2,19.8,.462,3.0,8.3,,6.2,11.5,.538,.536,4.3,4.6,.935,0.7,7.4,8.2,4.5,2.0,0.6,3.0,2.3,25.6,119.7,98.1,
Buddy Hield,FR,G,27,13,679,7.1,18.4,.388,1.7,7.1,,5.5,11.4,.481,.433,2.6,3.2,.833,4.3,5.6,10.0,4.4,2.9,0.6,3.9,4.4,18.6,98.5,99.9,
Buddy Hield,SO,G,33,33,1059,10.3,23.2,.445,4.7,12.3,,5.6,10.9,.512,.548,3.3,4.4,.750,3.1,4.6,7.7,3.3,2.4,0.3,3.2,3.8,28.7,115.4,107.9,
Buddy Hield,JR,G,35,35,1135,10.7,26.0,.412,4.9,13.5,,5.9,12.5,.469,.505,5.6,6.8,.823,2.9,7.0,9.9,3.5,2.5,0.4,3.6,3.2,31.9,112.3,94.2,"AP-AA-3,NABC-AA-3"
Buddy Hield,SR,G,37,37,1309,12.9,25.9,.501,6.3,13.9,,6.6,12.0,.552,.623,7.6,8.6,.880,2.0,7.1,9.1,3.2,1.8,0.8,4.9,3.3,39.8,124.0,101.6,"WA-1,AA-1,AP-AA-1,NABC-AA-1,SN-AA-1,USBWA-AA-1,W-AA-1,NA-1"
Aaron Holiday,FR,G,32,32,1013,6.3,15.9,.394,2.1,5.1,,4.1,10.8,.383,.462,3.5,4.9,.727,1.0,4.2,5.3,7.0,2.5,0.4,5.1,5.7,18.2,96.1,108.0,
Aaron Holiday,SO,G,36,0,952,8.5,17.5,.485,3.0,7.3,,5.5,10.2,.539,.571,5.0,6.3,.793,0.7,5.2,5.8,8.9,2.2,0.3,4.9,4.6,25.0,115.2,104.9,
Aaron Holiday,JR,G,33,33,1244,9.5,20.7,.461,4.0,9.2,,5.6,11.5,.486,.557,7.2,8.6,.828,0.8,4.7,5.4,8.6,1.9,0.4,5.6,3.9,30.2,115.4,108.1,SN-AA-3
